EPF_Number__t2o,Gender,PermanentRecidence_cat,Recidence,CivilStatus_cat,HighestEducationQualification_cat,InterviewedBy,ExtraCurricularActivities,ApparelRelatedVocationalQualification,PreviousJob,ExperiencedSection_cat,RelativesInApparel,SpouseOccupation_cat,FamilyOppinionAboutTheJob,Referel_cat,ExpectationOfDoingTheJob_cat,AvailabilityOfTransportNearTheResidence,RetentionCategory,SelectedDepartment,ReasonForChooseApparel,PreviousWorkPlace,PersonalImpression,ContributionToTheFamilyIncome_cat,Children_cat,ApparelExperience,ReasonForLeaving_cat,Height,Weight,MedicalTest,IQTestScore,ExpectedSalary,FollowingExternalCourses,LastBasicSal_cat,Age Category,Age Joined,Age(Median),Is Terminated
628,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,NoChildren,TRUE,JobIssue,169,51,Passed,80,25000,No,15000to30000,2,22,22,No
629,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,TRUE,TRUE,NoJob,NoExperience,TRUE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,51,Passed,90,25000,Yes,NoJob,2,23,22,No
630,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,172,50,Passed,80,25000,No,15000to30000,5,36,38,No
631,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Average,Moderate,Unmarried,FALSE,NoJob,162,59,Passed,60,25000,No,NoJob,1,18,19,No
632,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,170,51,Passed,100,25000,No,NoJob,2,20,22,No
633,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,Low,Unmarried,TRUE,JobIssue,169,46,Passed,60,25000,No,15000to30000,3,27,27,No
634,Female,Yes,ComingFromHome,Married,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,ChildrenLessThan5Yrs,FALSE,NoJob,163,58,Passed,80,25000,No,NoJob,3,25,27,No
635,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,158,44,Passed,80,26000,No,NoJob,1,19,19,No
636,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,52,Passed,70,25000,No,NoJob,5,39,38,Yes
637,Female,No,Boarded,NoSpouse,PassedAL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,NoChildren,TRUE,JobIssue,168,46,Passed,80,25000,No,15000to30000,4,30,32,Yes
638,Female,No,ComingFromHome,Unmarried,UptoOL,Dinuka,TRUE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,172,53,Passed,75,25000,No,0to15000,2,21,22,Yes
639,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,172,45,Passed,75,25000,No,15000to30000,1,18,19,Yes
640,Female,Yes,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,50,Passed,90,25000,Yes,NoJob,2,21,22,Yes
641,Female,Yes,ComingFromHome,Unmarried,UptoOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CloseProximityToHome,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,153,59,Passed,60,25000,No,NoJob,1,18,19,Yes
642,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NotMAS,Good,Moderate,Unmarried,FALSE,PersonalIssue,158,50,Passed,80,25000,No,NoJob,1,19,19,Yes
643,Female,No,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,NonApparel,Sewing,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,FALSE,PersonalIssue,155,46,Passed,80,25000,No,0to15000,2,22,22,Yes
644,Female,Yes,ComingFromHome,Unmarried,PassedOL,Dinuka,FALSE,FALSE,Apparel,Support,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,172,49,Passed,80,25000,No,0to15000,2,21,22,No
645,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,155,43,Passed,80,28000,No,NoJob,1,19,19,No
646,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,169,45,Passed,90,25000,No,15000to30000,2,21,22,No
647,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,47,Passed,70,25000,No,NoJob,1,19,19,No
648,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,Other,NotMAS,Good,Moderate,ChildrenGreaterThan5Yrs,FALSE,NoJob,153,65,Passed,70,25000,No,NoJob,5,38,38,No
649,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,165,49,Passed,75,25000,No,15000to30000,1,18,19,No
650,Female,Yes,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,156,40,Passed,80,28000,No,NoJob,2,20,22,No
651,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Other,LongTerm,Yes,B,TMMO,LikeSewing,MASPlant,Good,Moderate,Unmarried,FALSE,Other,162,45,Passed,80,17500,No,15000to30000,5,35,38,No
652,Female,No,Boarded,Unmarried,UptoOL,Dinuka,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,169,48,Passed,75,25000,No,0to15000,1,18,19,Yes
653,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,Unmarried,TRUE,JobIssue,168,46,Passed,55,25000,No,0to15000,1,19,19,Yes
654,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,TRUE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,168,52,Passed,95,25000,No,15000to30000,2,21,22,Yes
655,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,169,48,Passed,80,28000,No,15000to30000,4,32,32,Yes
656,Female,No,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMChecker,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,JobIssue,174,58,Passed,90,24000,No,15000to30000,2,22,22,Yes
657,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,JobIssue,152,44,Passed,80,25000,No,15000to30000,2,21,22,Yes
658,Female,Yes,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,PersonalIssue,163,52,Passed,70,30000,No,15000to30000,4,30,32,Yes
659,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,Other,160,53,Passed,90,30000,No,15000to30000,3,28,27,Yes
660,Female,No,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,ChildrenGreaterThan5Yrs,FALSE,NoJob,152,42,Passed,65,30000,No,NoJob,5,36,38,No
661,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Other,LongTerm,Yes,C,TMMO,Other,SamePlant,Average,Low,Unmarried,TRUE,Other,180,68,Passed,90,25000,No,15000to30000,2,22,22,No
662,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,SamePlant,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,164,52,Passed,0,30000,No,15000to30000,4,33,32,No
663,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,Other,170,52,Passed,85,28000,No,30000to50000,2,24,22,No
664,Female,Yes,ComingFromHome,Married,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,High,ChildrenLessThan5Yrs,TRUE,JobIssue,172,54,Passed,90,25000,No,0to15000,4,34,32,No
665,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,168,46,Passed,85,25000,No,NoJob,2,24,22,No
666,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,NoChildren,TRUE,JobIssue,165,49,Passed,70,25000,No,15000to30000,4,34,32,No
667,Female,No,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,172,52,Passed,95,25000,No,0to15000,2,22,22,Yes
668,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,JobIssue,169,48,Passed,90,25000,No,15000to30000,2,24,22,Yes
669,Female,No,Boarded,Unmarried,PassedAL,Dinuka,FALSE,FALSE,Apparel,Sewing,TRUE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,Low,Unmarried,TRUE,PersonalIssue,171,52,Passed,95,25000,No,15000to30000,2,22,22,Yes
670,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,166,58,Passed,70,28000,No,NoJob,2,21,22,Yes
671,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,160,44,Passed,85,25000,No,15000to30000,2,23,22,Yes
672,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,NotMAS,Average,Moderate,NoChildren,TRUE,PersonalIssue,152,40,Passed,90,28000,No,15000to30000,2,22,22,Yes
673,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Other,ShortTerm,Yes,B,TMMO,Other,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,163,56,Passed,50,19000,No,NoJob,4,32,32,Yes
674,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,NoJob,158,45,Passed,85,30000,No,30000to50000,5,35,38,Yes
675,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,162,53,Passed,75,28000,No,0to15000,2,22,22,Yes
676,Female,No,Boarded,Unmarried,PassedAL,Gihan,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,163,46,Passed,65,25000,No,15000to30000,3,25,27,No
677,Female,Yes,ComingFromHome,Married,PassedOL,Gihan,FALSE,FALSE,Apparel,NoExperience,FALSE,HaveAJob,Like,Other,LongTerm,Yes,D,TMMO,CloseProximityToHome,SamePlant,Good,Moderate,ChildrenLessThan5Yrs,FALSE,Other,162,59,Passed,68,25000,No,NoJob,5,36,38,No
678,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,MASPlant,Average,Low,NoChildren,TRUE,JobIssue,156,48,Passed,85,30000,No,15000to30000,1,19,19,No
679,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,High,Unmarried,FALSE,NoJob,162,50,Passed,80,17500,No,NoJob,3,27,27,No
680,Female,Yes,ComingFromHome,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,JobIssue,153,41,Passed,75,30000,No,15000to30000,5,38,38,No
681,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NotMAS,Average,Low,Unmarried,FALSE,Other,162,56,Passed,80,25000,No,15000to30000,2,24,22,Yes
682,Female,Yes,ComingFromHome,Married,PassedOL,Lahiru,TRUE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Average,Moderate,ChildrenGreaterThan5Yrs,TRUE,PersonalIssue,158,51,Passed,85,24000,No,15000to30000,5,35,38,Yes
683,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,166,58,Passed,100,25000,No,NoJob,1,19,19,Yes
684,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,PersonalIssue,154,41,Passed,80,25000,No,15000to30000,2,22,22,Yes
685,Female,No,Boarded,Married,UptoOL,Pasinduni,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,Media,ShortTerm,Yes,A,TMMO,LikeSewing,NotMAS,Good,High,NoChildren,TRUE,PersonalIssue,163,68,Passed,80,20000,No,0to15000,2,22,22,Yes
686,Female,Yes,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,148,49,Passed,90,25000,No,15000to30000,2,21,22,Yes
687,Female,No,Boarded,Unmarried,PassedOL,Gihan,FALSE,FALSE,NonApparel,Other,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,FALSE,JobIssue,148,49,Passed,100,28000,Yes,0to15000,2,23,22,Yes
688,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,154,43,Passed,65,28000,No,NoJob,2,20,22,No
689,Female,Yes,ComingFromHome,Unmarried,PassedOL,Dinuka,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,172,19,Passed,80,25000,No,NoJob,1,18,19,No
690,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Support,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NotMAS,Average,High,ChildrenGreaterThan5Yrs,TRUE,Other,172,65,Passed,95,25000,No,0to15000,5,36,38,No
691,Female,Yes,ComingFromHome,Unmarried,PassedAL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,168,46,Passed,95,25000,Yes,NoJob,2,20,22,No
692,Female,No,Boarded,Unmarried,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NoJob,Good,Low,Unmarried,FALSE,NoJob,158,50,Passed,85,25000,No,NoJob,2,21,22,No
693,Female,No,ComingFromHome,Unmarried,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,TRUE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Good,Low,Unmarried,FALSE,NoJob,158,44,Passed,100,25000,No,NoJob,1,19,19,No
694,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,56,Passed,80,19000,No,NoJob,1,18,19,No
695,Female,No,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Other,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,168,46,Passed,85,25000,No,NoJob,1,18,19,No
696,Female,No,ComingFromHome,NoSpouse,PassedOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,High,NoChildren,FALSE,NoJob,160,45,Passed,80,25000,No,NoJob,2,23,22,No
697,Female,Yes,ComingFromHome,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,HaveAJob,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,LikeSewing,SamePlant,Average,High,NoChildren,TRUE,JobIssue,160,44,Passed,75,30000,No,15000to30000,3,26,27,No
698,Female,No,Boarded,Married,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,D,TMMO,Other,NoJob,Good,High,NoChildren,FALSE,NoJob,156,55,Passed,80,25000,No,NoJob,3,26,27,No
699,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,Other,NotMAS,Good,Moderate,Unmarried,TRUE,JobIssue,165,49,Passed,80,25000,No,15000to30000,2,21,22,No
700,Female,No,Boarded,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,Other,NoJob,Good,Low,Unmarried,FALSE,NoJob,163,55,Passed,85,20000,No,NoJob,1,18,19,Yes
701,Female,No,ComingFromRelativesPlace,Unmarried,UptoOL,Lahiru,TRUE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,CouldnotFindAnotherJob,NoJob,Average,Low,Unmarried,FALSE,NoJob,164,57,Passed,75,24000,No,NoJob,2,20,22,Yes
702,Female,Yes,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,168,52,Passed,65,25000,No,NoJob,2,20,22,Yes
703,Female,No,Boarded,Unmarried,PassedOL,Thilanga,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,Media,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,50,Passed,100,25000,No,NoJob,2,24,22,Yes
704,Female,Yes,Boarded,Married,PassedOL,Gihan,TRUE,FALSE,Apparel,Sewing,TRUE,HaveAJob,Like,Media,LongTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,MASPlant,Average,Low,NoChildren,TRUE,JobIssue,158,69,Passed,80,30000,No,15000to30000,3,27,27,Yes
705,Female,No,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,ShortTerm,Yes,C,TMMO,LikeSewing,NoJob,Average,Low,Unmarried,FALSE,NoJob,160,52,Passed,85,25000,Yes,NoJob,2,20,22,Yes
706,Female,No,Boarded,Unmarried,PassedAL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMChecker,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,168,46,Passed,85,26000,No,0to15000,2,23,22,No
707,Female,Yes,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,Media,LongTerm,Yes,C,TMMO,Other,MASPlant,Average,High,NoChildren,TRUE,Other,169,46,Passed,75,25000,No,15000to30000,1,18,19,No
708,Female,Yes,ComingFromHome,Unmarried,PassedOL,Lahiru,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,158,50,Passed,64,25000,No,NoJob,1,19,19,No
709,Female,No,Boarded,Married,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoJob,Like,FriendOrRelative,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,High,NoChildren,TRUE,Other,168,53,Passed,75,28000,No,15000to30000,3,26,27,Yes
710,Female,No,ComingFromHome,Unmarried,UptoOL,Lahiru,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,Media,LongTerm,Yes,C,TMMO,LikeSewing,NotMAS,Average,Low,Unmarried,TRUE,JobIssue,172,51,Passed,85,25000,No,30000to50000,4,34,32,Yes
711,Female,No,Boarded,Unmarried,UptoOL,Gihan,FALSE,FALSE,Apparel,Sewing,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,FamilyMembersAeWorkingInApparel,NotMAS,Good,High,Unmarried,TRUE,Other,162,65,Passed,95,30000,No,30000to50000,3,27,27,Yes
712,Female,Yes,ComingFromHome,Unmarried,UptoOL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,FamilyMembersAeWorkingInApparel,NoJob,Good,Moderate,Unmarried,FALSE,NoJob,162,65,Passed,65,20000,No,NoJob,1,19,19,Yes
713,Female,Yes,ComingFromHome,Unmarried,PassedAL,Gihan,FALSE,FALSE,NoJob,NoExperience,FALSE,NoSpouse,Like,FriendOrRelative,LongTerm,Yes,B,TMMO,CouldnotFindAnotherJob,NoJob,Average,High,Unmarried,FALSE,NoJob,162,69,Passed,90,20000,No,NoJob,2,20,22,Yes
